interview__key,hh_a06,y5_hhid,y5_cluster,y5_crossweight,y5_panelweight,y5_rural,clusterid,strataid,domain,loc_info,hh_a01_1,hh_a02_1,hh_a03_1,hh_a03_2,hh_a03_3a,hh_a03_3b,hh_a04_1,hh_a04_2,hh_a05,current_loc_desc,t0_location,y4_hhid,hh_a10,tracking_class,t0_head,t0_headphone,hh_tracking_status,int_month_code,int_month_code2,int_month_year,hh_a18,Int_End,TotInt_Mins,lowest_b06,hh_b1b14,j1_selection,wqt_selection,int_result
55-36-84-45,1801,1801-001-01,01-03-101-04-002,4634.261739,4427.580248,1,10310104002,2,3,1,1,13,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1801-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,12,1,2020-12-30T10:43:23,2021-01-05T09:33:34,8570,1,2,1,2,1
42-29-89-48,1801,1801-001-04,01-03-101-04-002,4889.885337,5207.638373,1,10310104002,2,3,1,1,13,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1801-001,2,4,**CONFIDENTIAL**,,,1,12,1,2020-12-31T09:38:42,2021-01-03T21:11:40,5012,,1,1,2,1
76-08-90-56,1802,1802-001-01,01-03-101-04-002,7430.627826,7548.97947,1,10310104002,2,3,1,1,13,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1802-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,12,1,2020-12-30T17:35:43,2021-01-01T20:13:13,3037,1,1,1,2,1
77-41-25-13,1802,1802-001-03,01-03-101-04-002,5873.073782,5611.529023,2,10310104002,2,3,2,7,72,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1802-001,2,4,**CONFIDENTIAL**,,,2,2,3,2021-02-27T13:25:23,2021-02-27T15:28:03,122,,,1,2,1
49-72-45-38,1802,1802-001-04,01-03-101-04-002,5652.437405,5594.206767,2,10310104002,2,3,1,7,72,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1802-001,2,4,**CONFIDENTIAL**,,,10,10,11,2021-10-11T13:58:16,2021-10-11T19:31:49,333,,,1,2,1
20-12-62-77,1803,1803-001-01,01-03-101-04-002,8963.53355,8844.528695,1,10310104002,2,3,1,1,13,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1803-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,12,1,2020-12-30T10:05:26,2020-12-31T10:42:36,1477,1,2,1,2,1
11-69-14-70,1804,1804-001-01,01-03-101-04-002,4321.428758,5444.951303,1,10310104002,2,3,1,1,13,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1804-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,12,1,2020-12-30T09:37:44,2021-01-03T20:27:46,6410,1,1,1,2,1
58-47-83-55,1805,1805-001-01,01-03-101-04-002,5966.177556,6301.578617,1,10310104002,2,3,1,1,13,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1805-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,12,1,2020-12-30T09:54:23,2020-12-31T08:09:05,1334,1,2,1,2,1
85-44-11-25,1817,1817-001-01,01-05-042-05-005,667.9116997,4843.560257,2,10504205005,1,2,2,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1817-001,1,1,**CONFIDENTIAL**,,2,10,10,11,2021-10-30T10:00:46,2021-10-30T13:46:18,225,1,,1,1,1
81-90-37-01,1818,1818-001-01,01-05-042-05-005,562.275552,4070.555853,2,10504205005,1,2,2,1,15,42,**CONFIDENTIAL**,99,**CONFIDENTIAL**,5,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1818-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,10,10,11,2021-10-29T10:23:00,2021-10-29T15:01:37,278,1,,1,1,1
25-66-00-97,1818,1818-001-02,01-05-042-05-005,1208.714523,8851.989216,2,10504205005,1,2,2,1,15,42,**CONFIDENTIAL**,99,**CONFIDENTIAL**,5,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1818-001,2,4,**CONFIDENTIAL**,,,10,10,11,2021-10-29T13:01:08,2021-10-29T16:35:57,214,,,1,2,1
12-06-08-32,1818,1818-001-03,01-05-042-05-005,906.4758671,6371.633715,2,10504205005,1,2,2,1,15,42,**CONFIDENTIAL**,99,**CONFIDENTIAL**,5,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1818-001,2,4,**CONFIDENTIAL**,,,10,10,11,2021-10-30T09:30:42,2021-10-30T12:37:32,186,,,1,2,1
59-79-79-57,1819,1819-001-01,01-05-042-05-005,2635.735468,9789.77917,2,10504205005,1,2,2,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1819-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,10,10,11,2021-10-29T12:21:43,2021-10-29T14:43:17,141,1,2,1,1,1
03-14-29-97,1820,1820-001-01,01-05-042-05-005,950.8169183,6987.999065,2,10504205005,1,2,2,1,15,42,**CONFIDENTIAL**,5,**CONFIDENTIAL**,5,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1820-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,10,10,11,2021-10-29T11:12:38,2021-10-30T13:04:57,1552,1,1,1,1,1
95-67-04-51,1821,1821-001-01,01-05-042-05-005,1678.004919,9789.77917,2,10504205005,1,2,2,1,15,42,**CONFIDENTIAL**,5,**CONFIDENTIAL**,5,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1821-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,10,10,11,2021-10-29T15:44:17,2021-10-30T13:59:10,1334,1,,2,2,1
39-74-78-71,1822,1822-001-01,01-05-042-05-005,1170.66249,8279.636812,2,10504205005,1,2,2,1,15,42,**CONFIDENTIAL**,5,**CONFIDENTIAL**,5,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1822-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,10,10,11,2021-10-29T11:35:37,2021-10-29T14:38:54,183,1,,1,1,1
16-14-26-96,1823,1823-001-01,01-05-042-05-005,1036.170484,7239.620128,2,10504205005,1,2,2,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1823-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,10,10,11,2021-10-29T12:13:00,2021-11-06T18:29:53,11896,1,,1,1,1
84-22-30-57,1823,1823-001-02,01-05-042-05-005,1028.881454,7101.856559,2,10504205005,1,2,2,1,15,,**CONFIDENTIAL**,,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1823-001,2,4,**CONFIDENTIAL**,,,10,10,11,2021-10-30T09:09:24,2021-10-30T10:26:34,77,,,1,2,1
58-53-03-88,1824,1824-001-01,01-05-042-05-005,1301.024368,8718.140799,2,10504205005,1,2,2,1,15,42,**CONFIDENTIAL**,5,**CONFIDENTIAL**,5,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1824-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,10,10,11,2021-10-30T14:53:19,2021-11-16T17:46:03,24652,1,,1,2,1
37-48-48-04,1836,1836-001-01,01-05-101-01-002,5783.961821,5920.477468,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1836-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-23T12:42:57,2021-01-23T17:19:44,276,1,1,1,2,1
93-76-89-48,1837,1837-001-01,01-05-101-01-002,5384.950391,5455.975454,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1837-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-24T09:30:57,2021-01-25T20:37:56,2106,1,1,1,2,1
70-84-46-34,1838,1838-001-01,01-05-101-01-002,3262.526246,3574.280235,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1838-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-23T11:16:48,2021-01-24T21:17:32,2040,1,1,1,2,1
26-76-44-68,1839,1839-001-01,01-05-101-01-002,6739.852791,6294.057688,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1839-001,1,1,**CONFIDENTIAL**,,1,1,1,2,2021-01-23T11:01:19,2021-01-23T15:25:03,263,1,1,1,2,1
65-72-55-00,1840,1840-001-01,01-05-101-01-002,3499.219854,3431.85877,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1840-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-23T16:49:47,2021-01-26T09:16:35,3866,1,2,1,2,1
99-71-08-47,1840,1840-001-03,01-05-101-01-002,1987.30968,2248.282806,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1840-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-24T10:37:24,2021-01-24T14:25:26,228,,1,1,2,1
49-42-19-85,1841,1841-001-01,01-05-101-01-002,3446.34332,3732.599249,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1841-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-23T11:05:56,2021-01-27T07:35:04,5549,1,1,1,2,1
31-86-83-67,1842,1842-001-01,01-05-101-01-002,1884.06067,2750.824925,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1842-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-24T09:24:30,2021-01-24T14:49:57,325,1,1,2,2,1
49-86-16-68,1843,1843-001-01,01-05-101-01-002,2301.54402,3123.992008,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1843-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-23T10:50:56,2021-01-25T10:37:25,2866,1,2,1,2,1
88-36-35-51,1843,1843-001-03,01-05-101-01-002,5435.946078,5496.473107,1,10510101002,2,3,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1843-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-24T16:04:35,2021-01-24T17:39:05,94,,,1,2,1
86-98-06-33,1856,1856-001-01,01-07-091-02-017,1980.558366,2383.63809,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1856-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-05T08:30:37,2021-01-10T11:14:40,7364,1,2,1,2,1
88-48-03-01,1856,1856-001-04,01-07-091-02-017,4346.724856,4433.954552,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1856-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-07T08:01:39,2021-01-07T12:57:44,296,,1,1,2,1
58-38-27-14,1857,1857-001-01,01-07-091-02-017,3656.665612,3101.010477,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1857-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-05T08:43:11,2021-01-08T13:28:11,4605,1,1,1,2,1
07-82-76-34,1857,1857-001-02,01-07-091-02-017,5764.4919,6334.255396,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1857-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-05T12:28:01,2021-01-09T07:41:27,5473,,1,1,2,1
66-14-13-15,1858,1858-001-01,01-07-091-02-017,5893.317019,5654.011144,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1858-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-05T09:20:00,2021-01-05T14:13:29,293,1,1,1,2,1
59-46-78-80,1858,1858-001-08,01-07-091-02-017,1330.775444,1943.000201,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1858-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-06T08:45:26,2021-01-08T12:10:44,3085,,,1,2,1
36-33-35-19,1858,1858-001-09,01-07-091-02-017,1860.11,2209.594087,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1858-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-05T14:27:39,2021-01-06T15:51:47,1524,,1,1,2,1
70-07-82-73,1859,1859-001-01,01-07-091-02-017,5581.258702,5503.783901,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1859-001,2,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-05T09:09:38,2021-01-09T14:52:02,6102,1,2,1,2,1
15-25-86-88,1860,1860-001-01,01-07-091-02-017,3934.290937,3821.570728,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1860-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-05T09:38:04,2021-01-08T08:19:05,4241,1,1,1,2,1
93-67-94-86,1860,1860-001-03,01-07-091-02-017,4814.299957,5108.20706,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1860-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-07T07:44:38,2021-01-07T12:34:59,290,,1,1,2,1
39-53-93-81,1861,1861-001-01,01-07-091-02-017,3185.678095,4281.967354,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1861-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-05T19:17:15,2021-01-07T12:37:11,2479,1,1,1,2,1
25-77-45-14,1862,1862-001-01,01-07-091-02-017,7028.934019,6566.814816,1,10709102017,2,3,1,1,17,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1862-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-05T08:46:58,2021-01-05T13:45:39,298,1,1,2,2,1
33-06-24-68,1874,1874-001-01,25-01-081-01-016,519.4741554,530.2383658,1,2.50108E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1874-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-28T10:21:58,2021-01-28T15:06:11,284,1,1,1,2,1
32-28-64-63,1875,1875-001-01,25-01-081-01-016,305.7522274,288.9350264,1,2.50108E+11,49,3,2,25,251,81,**CONFIDENTIAL**,1,**CONFIDENTIAL**,16,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1875-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-28T10:16:16,2021-01-28T17:30:35,434,1,1,1,2,1
58-08-38-13,1875,1875-001-03,25-01-081-01-016,843.1904211,892.8026227,1,2.50108E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1875-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-28T12:05:14,2021-01-28T16:41:04,275,,1,1,2,1
62-29-93-46,1875,1875-001-07,25-01-081-01-016,663.9108792,663.2052029,1,2.50108E+11,49,3,2,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1875-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-31T11:08:02,2021-01-31T15:49:13,281,,1,1,2,1
15-55-16-65,1876,1876-001-02,25-01-081-01-016,555.1158532,506.5945464,1,2.50108E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1876-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-28T10:50:53,2021-01-30T17:59:36,3308,2,2,1,2,1
71-47-50-92,1876,1876-001-04,25-01-081-01-016,788.7508803,835.4810285,1,2.50108E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1876-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-28T16:13:42,2021-01-30T12:44:22,2670,,1,1,2,1
41-83-97-52,1877,1877-001-02,25-01-081-01-016,920.4321308,997.4458011,1,2.50108E+11,49,3,1,19,198,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1877-001,2,4,**CONFIDENTIAL**,,,1,1,2,2021-01-29T08:49:32,2021-01-31T12:33:54,3104,,1,1,2,1
14-35-65-81,1877,1877-001-04,25-01-081-01-016,186.3904729,234.4130305,1,2.50108E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1877-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,1,1,2,2021-01-28T10:27:58,2021-01-29T08:40:33,1332,4,1,1,2,1
69-30-51-52,1879,1879-001-01,25-01-081-01-016,204.9404456,232.368386,1,2.50108E+11,49,3,2,25,251,81,**CONFIDENTIAL**,16,**CONFIDENTIAL**,16,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1879-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,1,1,2,2021-01-28T10:04:09,2021-01-28T14:58:30,294,1,2,1,2,1
82-46-52-41,1880,1880-001-01,25-01-081-01-016,555.3335449,541.9669378,1,2.50108E+11,49,3,2,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1880-001,1,1,**CONFIDENTIAL**,,2,1,1,2,2021-01-29T09:15:13,2021-01-29T13:28:08,252,1,1,2,2,1
08-43-62-70,1893,1893-001-01,25-01-283-02-003,8963.53355,9789.77917,1,2.50128E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1893-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,2,2,3,2021-02-02T09:19:06,2021-02-02T15:53:21,394,1,1,1,2,1
79-60-26-09,1896,1896-001-01,25-01-283-02-003,8485.573829,8237.334354,1,2.50128E+11,49,3,2,25,251,283,**CONFIDENTIAL**,2,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1896-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,2,2,3,2021-02-01T11:24:32,2021-02-02T11:55:51,1471,1,2,2,2,1
80-45-22-22,1896,1896-001-03,25-01-283-02-003,6589.840527,6762.158949,1,2.50128E+11,49,3,1,25,255,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1896-001,2,4,**CONFIDENTIAL**,,,10,10,11,2021-10-28T10:39:29,2021-10-28T13:26:10,166,,,1,2,1
79-78-18-79,1897,1897-001-01,25-01-283-02-003,4637.636667,4536.567669,1,2.50128E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1897-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,2,2,3,2021-02-02T08:48:38,2021-02-02T17:54:36,545,1,,1,2,1
30-76-58-55,1898,1898-001-01,25-01-283-02-003,7235.055395,7200.208208,1,2.50128E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1898-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,2,2,3,2021-02-01T13:00:42,2021-02-05T20:18:02,6197,1,2,1,2,1
25-09-93-32,1898,1898-001-03,25-01-283-02-003,4582.938465,4133.894056,1,2.50128E+11,49,3,1,6,61,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1898-001,2,4,**CONFIDENTIAL**,,,10,10,11,2021-10-22T08:52:56,2021-10-22T10:18:11,85,,,1,2,1
38-18-35-02,1899,1899-001-02,25-01-283-02-003,4257.101096,3914.669958,1,2.50128E+11,49,3,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1899-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,2,2,3,2021-02-01T14:20:48,2021-02-02T09:07:06,1126,2,2,1,2,1
19-54-33-72,1902,1902-001-01,25-01-283-02-003,6782.636849,6603.626081,1,2.50128E+11,49,3,2,25,251,283,**CONFIDENTIAL**,2,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1902-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,2,2,3,2021-02-01T15:26:13,2021-02-02T09:41:57,1095,1,1,1,2,1
18-03-93-66,1913,1913-001-01,25-01-352-12-001,3532.005026,3708.126676,2,2.50135E+11,48,2,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1913-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,10,10,11,2021-10-18T12:36:59,2021-10-19T13:03:26,1466,1,1,1,1,1
16-30-23-53,1915,1915-001-01,25-01-352-12-001,4713.70157,5070.426321,2,2.50135E+11,48,2,1,25,256,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1915-001,1,4,**CONFIDENTIAL**,,,10,10,11,2021-10-18T13:38:07,2021-10-18T16:22:31,164,,,1,2,1
72-94-88-22,1916,1916-001-01,25-01-352-12-001,7101.816548,6957.674105,2,2.50135E+11,48,2,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1916-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,10,10,11,2021-10-18T12:01:19,2021-10-19T13:14:18,1512,1,1,2,2,1
41-59-30-52,1917,1917-001-01,25-01-352-12-001,2429.100434,2054.558344,2,2.50135E+11,48,2,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1917-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,10,10,11,2021-10-18T11:41:27,2021-10-18T14:13:29,152,1,1,1,1,1
35-77-69-96,1917,1917-001-05,25-01-352-12-001,4082.291057,4013.125415,2,2.50135E+11,48,2,1,19,193,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1917-001,2,4,**CONFIDENTIAL**,,,12,12,13,2021-12-26T16:02:18,2021-12-26T17:26:14,83,,,1,2,1
15-84-04-21,1918,1918-001-01,25-01-352-12-001,3016.89746,3805.688328,2,2.50135E+11,48,2,1,25,251,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1918-001,1,4,**CONFIDENTIAL**,,,10,10,11,2021-10-20T11:56:44,2021-10-20T17:09:45,313,,1,1,2,1
49-53-59-62,1922,1922-001-01,25-01-352-12-001,4512.326764,4255.284005,2,2.50135E+11,48,2,1,25,256,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,1922-001,1,4,**CONFIDENTIAL**,,,10,10,11,2021-10-19T09:22:19,2021-10-21T19:37:37,3495,,,1,2,1
